Nama_Sekolah;Provinsi;Kota_Kabupaten;Kecamatan;NPSN;Status;Bentuk_Pendidikan;Status_Kepemilikan;SK_Pendirian_Sekolah;Tanggal_SK_Pendirian;SK_Izin_Operasional;Tanggal_SK_Izin_Operasional;Kebutuhan_Khusus_Dilayani;Nama_Bank;Cabang_KCP_Unit;Rekening_Atas_Nama;Status_BOS;Waktu_Penyelenggaraan;Sertifikasi_ISO;Sumber_Listrik;Daya_Listrik;Kecepatan_Internet;Kepsek;Operator;Akreditasi;Kurikulum;Waktu;Alamat;RT_RW;Dusun;Desa_Kelurahan;Kode_Pos;Lintang;Bujur;Guru_L;Guru_P;Guru_Total;Tendik_L;Tendik_P;Tendik_Total;PTK_L;PTK_P;PTK_Total;Peserta_Didik_L;Peserta_Didik_P;Peserta_Didik_Total;Ruang_Kelas;Ruang_Perpus;Ruang_Lab;Ruang_Pratik;Rombel;
SD MUHAMMADIYAH DHURI;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401497;Swasta;SD;Yayasan;1411/KEP/I.0/B/2020;01/09/1977;3037/L.1945/DIY.72/77;01/09/1977;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KALASAN...;SDMUHAMMADIYAHDHURI/BOSNAS...;-;-;-;-;;;Dwi Kari Istiani;Slamet Riyanto;B;Kurikulum Merdeka;-;Dhuri;Aug-21;Dhuri;Tirto Martani;55571;-7;110;2;6;8;1;2;3;3;8;11;34;41;75;6;2;1;0;6;
SD MUHAMMADIYAH KADISOKA;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20404084;Swasta;SD;Yayasan;4097/KEP/I.0/B/2020;02/10/2020;4097/KEP/I.0/B/2020;02/10/2020;Tidak ada;BPD DIY;Sleman;SD MUHAMMADIYAH KADISOKA;-;-;-;-;;;Suharyanto;Ahmad Ardianto;A;Kurikulum Merdeka;-;Purwomartani;03-Jan;Kadisoka;Purwo Martani;55571;-7;110;6;19;25;5;5;10;11;24;35;274;276;550;18;1;2;0;18;
SD MUHAMMADIYAH SAMBISARI;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401328;Swasta;SD;Yayasan;172/KEP/I.0/B/2028/01/2020;08/01/2020;172/KEP/I.0/B/2028/01/2020;08/01/2020;Tidak ada;Bank  BPD DIY;SLEMAN;SD Muhammadiyah sambisari;-;-;-;-;;;Sri Widi Astuti;ARIF SETIAWAN;A;Kurikulum Merdeka;-;Sambisari;03-Feb;Sambisari;Purwo Martani;55571;-7;110;2;8;10;2;2;4;4;10;14;68;54;122;6;0;1;0;6;
SMP NEGERI 1 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401030;Negeri;SMP;Pemerintah Daerah;Apr-60;13/11/1960;20/S.K/B/III;31/08/1962;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SMPNEGERI1KALASANQQBOS...;-;-;-;-;;;Sri Banowati Wahyuningsih;;A;Kurikulum Merdeka;-;Jalan Jogja-Solo Km 14,5 Glondong;07-Feb;Glondong;Tirto Martani;55571;-7;110;13;19;32;4;3;7;17;22;39;254;318;572;18;1;5;0;18;
SMP NEGERI 2 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401092;Negeri;SMP;Pemerintah Daerah;030/U/1979;21/12/1977;030/U/1979;17/02/1979;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KALASAN...;SMPNEGERI2KALASANQQBOS...;-;-;-;-;;;Hadi Suparmo;Hermawan Adhi Saputra;A;Kurikulum Merdeka;-;Kledokan;03-Jul;Kledokan;Selo Martani;55571;-7;110;11;21;32;5;3;8;16;24;40;256;310;566;19;2;5;0;18;
SMP NEGERI 3 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401096;Negeri;SMP;Pemerintah Daerah;0594/O/1985;22/11/1985;0594/O/1985;22/11/1985;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SMPNEGERI3KALASANQQBOS...;-;-;-;-;;;Slamet Riyadi;Sigit Wahyu Nugroho;A;Kurikulum Merdeka;-;Sidokerto, Purwomartani, Kalasan, Sleman.;03-Mar;Sidokerto;Purwo Martani;55571;-7;110;9;13;22;6;3;9;15;16;31;164;217;381;12;1;5;0;12;
SMP NEGERI 4 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401106;Negeri;SMP;Pemerintah Daerah;0216/0/1992;05/05/1992;0216/0/1992;05/05/1992;Tidak ada;BANK BPD DIY;KALASAN;SMP NEGERI 4 KALASAN QQ BOS;-;-;-;-;;;Nur Siti Fatimah;WIJAYA DWI NUGROHO;A;Kurikulum Merdeka;-;Jongkangan;Jan-13;Jongkangan;Taman Martani;55571;-7;110;10;13;23;3;2;5;13;15;28;165;219;384;12;1;4;0;12;
SMP Eksperimental Mangunan;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;70002259;Swasta;SMP;Yayasan;320/KPTS/2020;13/04/2020;320/KPTS/2020;13/04/2020;Tidak ada;nama_bank;cabang;rek_atas_nama;-;-;-;-;;;Eka Adi Sunarso;Ayuni Sagita Putri;B;Kurikulum Merdeka;-;Cupuwatu 2;03-Jan;Cupuwatu II;Purwo Martani;55573;-7;110;4;19;23;3;3;6;7;22;29;117;78;195;9;1;2;0;8;
SMP KANISIUS KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401045;Swasta;SMP;Yayasan;SKy/244/83/S3271;14/03/1983;0171/H/1986;28/04/1986;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KALASAN...;SMPKANISIUSKALASAN/BOSDA...;-;-;-;-;;;Andrias Indra Purnama;Benedikta Norma Enda Kusuma Hardani;A;Kurikulum Merdeka;-;Krajan;04-Apr;Krajan;Tirto Martani;55571;-7;110;2;12;14;2;3;5;4;15;19;147;104;251;9;1;3;0;9;
SMP MUHAMMADIYAH 1 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401017;Swasta;SMP;Yayasan;3047/M.617/014.55/77;07/12/1974;3047/M.617/014.55/77;07/12/1974;Tidak ada;BPD CABANG SLEMAN;Sleman;smp muh. 1 kalasan;-;-;-;-;;;Nuryani;Siti Arbaroni Suprihatun;A;Kurikulum Merdeka;-;Glondong;02-Jan;Glondong;Tirto Martani;55571;-7;110;3;8;11;4;3;7;7;11;18;81;42;123;6;1;3;0;6;
SMP MUHAMMADIYAH 2 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401033;Swasta;SMP;Yayasan;420/A.C-22/Idsmp/68;08/04/1968;0174/H/1986;28/04/1986;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KALASAN...;SMPMUHAMMADIYAH2KALASAN...;-;-;-;-;;;Apung Saepuddin;Naning Widiastuti;A;Kurikulum Merdeka;-;Jl. Cangkringan Km. 3 Bayen;03-Jan;Bayen, Purwomartani, Kalasan, Sleman;Purwo Martani;55571;-7;110;8;15;23;6;5;11;14;20;34;267;208;475;15;0;1;0;15;
Sekolah Rakyat Menengah Atas 20 Sleman;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;70055434;Negeri;SMA;Pemerintah Pusat;;;;;Tidak ada;;;;-;-;-;-;;;Reti Sudarsih;Sekolah Rakyat Menengah Atas 20 Sleman;Tidak diisi;Kurikulum Merdeka;-;Jl. Karang Mojo, Bromonilan, Purwomartani, Kec. Kalasan, Kab. Sleman;/;;Purwo Martani;;-7;110;1;1;2;0;1;1;1;2;3;27;48;75;3;0;2;0;3;
SMAN 1 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401145;Negeri;SMA;Pemerintah Daerah;0179/0/1977;03/06/1977;0179/0/1977;03/06/1977;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SMAN1KALASAN...;-;-;-;-;;;Lucia Wirastuti Kindarsih;ARIEF BUDIMAN;A;Kurikulum Merdeka;-;JL. BOGEM KALASAN;0 / 0;BOGEM;Taman Martani;55571;-7;110;13;31;44;8;8;16;21;39;60;272;490;762;21;2;7;0;21;
SMA CAHAYA BANGSA UTAMA;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;70003379;Swasta;SMA;Yayasan;400.3.8/514;19/06/2020;421/04769/PZ/2020;19/06/2020;Tidak ada;nama_bank;cabang;rek_atas_nama;-;-;-;-;;;Miwita Rosari;Arif Darmawan;A;Kurikulum Merdeka;-;Jl. Karanglo Sorogenen 1 RT 04 RW 02;04-Feb;Sorogenen;Purwo Martani;55571;-7;110;3;9;12;1;1;2;4;10;14;29;27;56;5;1;5;0;3;
SMA MASA DEPAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;70014363;Swasta;SMA;Yayasan;420/01320/P2/2021;31/03/2021;420/01320/P2/2021;31/03/2021;Tidak ada;;;;-;-;-;-;;;ARFIANSYAH HARAHAP;Alifah Dinda Rahmadhani;A;Kurikulum Merdeka;-;Jl. Sambisari Kadirojo I Purwomartani, Kalasan, Sleman, DIY;/;;Purwo Martani;;-7;110;1;2;3;1;0;1;2;2;4;49;33;82;6;1;5;0;3;
SMAS IMMANUEL KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20400870;Swasta;SMA;Yayasan;0485/H/1986;07/06/1979;0485/H/1986;03/06/1979;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KALASAN...;SMAIMMANUELKALASAN...;-;-;-;-;;;Dyah Indriastuti;Agus Arifin;Tidak diisi;Kurikulum Merdeka;-;JL. SOLO KM. 15, KALASAN;25-Mar;Tamanmatani;Taman Martani;55571;-7;110;7;8;15;3;2;5;10;10;20;9;4;13;6;1;3;0;2;
SMAS MUHAMMADIYAH KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401147;Swasta;SMA;Yayasan;3663/II-162/DIY.79/1979;19/08/1979;3663/II-162/DIY.79/1979;19/08/1979;Tidak ada;BRI;-;SMA MUHAMMADIYAH KALASAN;-;-;-;-;;;Sri Nurul Harjanti Marpiyanti Purbogriyanti;Alfi Uswatul Husna;Tidak diisi;Kurikulum Merdeka;-;JL. DHURI TIRTOMARTANI, KALASAN;Jan-20;DHURI;Tirto Martani;55571;-7;110;4;6;10;0;3;3;4;9;13;34;16;50;6;1;2;0;4;
SMKN 1 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401192;Negeri;SMK;Pemerintah Daerah;0315/O/1995;26/10/1995;0315/0/1995;26/10/1995;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KALASAN...;SMKN1KALASAN...;-;-;-;-;;;Suprapto;Admin DAPODIK;A;Kurikulum Merdeka;-;RANDUGUNTING;01-Jan;RANDUGUNTING;Taman Martani;55571;-7;110;24;36;60;13;14;27;37;50;87;482;685;1167;33;1;2;0;33;
SMKS MUDA PATRIA SLEMAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401178;Swasta;SMK;Yayasan;050/I13/H/KPTS/1989;28/02/1989;050/I13/H/KPTS/1989;28/02/1989;Tidak ada;BPD;KALASAN;SMK MUDA PATRIA;-;-;-;-;;;Handa Widyantara Purnama;Terto Bayu Aji;Tidak diisi;Kurikulum Merdeka;-;JL. SOLO KM 16 BOGEM POS KALASAN;0 / 0;Kepatihan;Taman Martani;55571;-7;110;3;5;8;4;2;6;7;7;14;30;1;31;12;1;2;0;6;
SMKS MUHAMMADIYAH 1 KALASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Kalasan;20401177;Swasta;SMK;Yayasan;1101/13/II/KPTS/1996;17/04/1996;1101/13/II/KPTS/1996;17/04/1996;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KALASAN...;SMKMUHIKALASAN...;-;-;-;-;;;Ernawati;;Tidak diisi;Kurikulum Merdeka;-;NGAJEG;Feb-25;NGAJEG;Tirto Martani;55571;-7;110;1;4;5;1;2;3;2;6;8;17;1;18;8;1;4;0;7;
SD NEGERI CATURHARJO;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401392;Negeri;SD;Pemerintah Daerah;21/KK/2006;08/08/2006;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERICATURHARJOQQBOS...;-;-;-;-;;;Sudayati;;B;Kurikulum Merdeka;-;Sanggrahan;Jun-24;Sanggrahan;Catur Harjo;55515;-7;110;2;6;8;1;2;3;3;8;11;57;58;115;6;1;0;0;6;
SD NEGERI DALANGAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401670;Negeri;SD;Pemerintah Daerah;29/10PS/1/1976;01/01/1976;29/10PS/1/1976;01/01/1976;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIDALANGANSLEMANQQBOSNAS...;-;-;-;-;;;Ari Hermawati;;Tidak diisi;Kurikulum Merdeka;-;Dalangan;0 / 0;Dalangan;Catur Harjo;55515;-7;110;4;5;9;1;0;1;5;5;10;63;58;121;6;1;0;0;6;
SD NEGERI DENGGUNG;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401673;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIDENGGUNGQQBOS...;-;-;-;-;;;Yuliati Indarsih;Banu Fatakun Cahyo Nugroho;A;Kurikulum Merdeka;-;Jalan Candi Gebang Bangunrejo;0 / 0;Bangunrejo;Tridadi;55511;-7;110;7;9;16;3;1;4;10;10;20;167;156;323;12;1;1;0;12;
SD NEGERI DUKUH 1;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401638;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;10/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIDUKUH1QQBOS...;-;-;-;-;;;Yuliati Indarsih;Raden Markus Sarwadi;B;Kurikulum Merdeka;-;Jl Magelang Km 11 Dukuh;Feb-17;DUKUH;Tridadi;55511;-7;110;2;5;7;1;1;2;3;6;9;33;37;70;6;1;1;0;6;
SD NEGERI DUKUH 2;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401637;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD DIY;Sleman;SD Negeri Dukuh 2;-;-;-;-;;;Dwi Haryati;Muhammad Abu Rizal;A;Kurikulum Merdeka;-;Dukuh;0 / 0;Dukuh;Tridadi;55511;-7;110;2;6;8;1;1;2;3;7;10;69;79;148;6;1;0;0;6;
SD NEGERI JABAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401712;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  SLEMAN...;SDNEGERIJABANQQBOS...;-;-;-;-;;;Franciskus Xaverius Ngadiyana;Apriliyani Ananingrum;B;Kurikulum Merdeka;-;Jaban;Jun-34;Jaban;Tridadi;55511;-7;110;3;5;8;2;0;2;5;5;10;45;37;82;8;1;0;0;6;
SD NEGERI JETISHARJO;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401724;Negeri;SD;Pemerintah Pusat;125/SEK/88;26/03/1988;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIJETISHARJOQQBOS...;-;-;-;-;;;Eny Ariah Qurniati;;A;Kurikulum Merdeka;-;Jl. Ronggowarsito No. 69 Jetis;01-Dec;JETIS;Catur Harjo;55515;-7;110;4;12;16;2;3;5;6;15;21;148;155;303;12;0;0;0;12;
SD NEGERI JETISJOGOPATEN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401725;Negeri;SD;Pemerintah Daerah;10/Ket/SD/IX/2006;11/09/2006;10/Ket/SD/IX/2006;11/09/2006;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIJETISJOGOPATENQQBOS...;-;-;-;-;;;Erna Sutami;Ulfaningrum;B;Kurikulum Merdeka;-;Jetis Jogopaten;Jan-35;Jetis Jogopaten;Pandowo Harjo;55512;-7;110;2;6;8;1;2;3;3;8;11;26;33;59;6;1;0;0;6;
SD NEGERI KADISOBO 2;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401688;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIKADISOBO2QQBOS...;-;-;-;-;;;Sri Murtini;Novia Astuti;Tidak diisi;Kurikulum Merdeka;-;Jogokerten;May-13;Jogokerten;Tri Mulyo;55513;-7;110;4;4;8;2;3;5;6;7;13;82;78;160;6;1;1;0;6;
SD NEGERI KADISOBO 3;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401687;Negeri;SD;Pemerintah Daerah;47 /Kep.KDH/A/2010;05/02/1981;47 /Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIKADISOBO3QQBOS...;-;-;-;-;;;Imas Widiastuti;Dionysius Wibowo Kurnianto;A;Kurikulum Merdeka;-;Jl. Agrowisata KM. 3 Klelen;May-24;KLELEN;Tri Mulyo;55513;-7;110;2;7;9;1;0;1;3;7;10;66;45;111;6;1;0;0;6;
SD NEGERI KECEME 1;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401578;Negeri;SD;Pemerintah Daerah;46/Kep.KDH/A/2005;07/04/2005;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIKECEME1QQBOS...;-;-;-;-;;;Eny Ariah Qurniati;Arin Winarti;A;Kurikulum Merdeka;-;Keceme RT/RW 01/46;Jan-46;Keceme;Catur Harjo;55515;-7;110;2;15;17;3;0;3;5;15;20;111;152;263;12;1;1;0;12;
SD NEGERI KECEME 2;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401577;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIKECEME2QQBOS...;-;-;-;-;;;Budi Istiningtyas;;B;Kurikulum Merdeka;-;Kemloko;01-Jan;Kemloko;Catur Harjo;55515;-7;110;2;6;8;2;2;4;4;8;12;50;48;98;6;1;0;0;6;
SD NEGERI MANGUNAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20404102;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIMANGUNANQQBOS...;-;-;-;-;;;Marlin Idawati;Dobi Heryanto;Tidak diisi;Kurikulum Merdeka;-;Mangunan;Jun-29;MANGUNAN;Catur Harjo;55515;-7;110;2;7;9;1;1;2;3;8;11;46;32;78;7;1;0;0;6;
SD NEGERI MURTEN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401584;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;01/01/1978;100/TDD/III/2011;01/01/1978;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIMURTENQQBOS...;-;-;-;-;;;Tutik Ismoyowati;Anggraeni Eka Mustika Dewi;B;Kurikulum Merdeka;-;Murten;Jul-16;Murten;Tridadi;55511;-7;110;1;7;8;1;1;2;2;8;10;18;20;38;6;1;0;0;6;
SD NEGERI NGANGKRIK;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20401605;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERINGANGKRIKQQBOS...;-;-;-;-;;;Ari Hermawati;Surettiningsih Kumala Priyanah;A;Kurikulum Merdeka;-;Jl Letkol Subadri No.58;02-Jul;SLEMAN III;Triharjo;55514;-7;110;3;6;9;1;2;3;4;8;12;83;83;166;6;1;1;0;6;
SD NEGERI NYAEN 1;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20404106;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD DIY;Sleman;SD NEGERI NYAEN 1;-;-;-;-;;;Rina Sumeti;HERMAN YUSEP SECO WINUGROHO;A;Kurikulum Merdeka;-;Nyaen;Jan-34;Nyaen;Pandowo Harjo;55512;-7;110;2;6;8;2;1;3;4;7;11;73;79;152;6;1;0;0;6;
SD NEGERI NYAEN 2;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20400931;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BANK BPD DIY;Sleman;SD NEGERI NYAEN 2;-;-;-;-;;;Erya Supriyati;Andri Kurnia Puspita Dewi;Tidak diisi;Kurikulum Merdeka;-;Plalangan;Apr-41;Plalangan;Pandowo Harjo;55512;-7;110;1;7;8;3;1;4;4;8;12;41;46;87;6;0;0;0;6;
SD NEGERI PANASAN;Prov. D.I. Yogyakarta;Kab. Sleman;Kec. Sleman;20400949;Negeri;SD;Pemerintah Daerah;47/Kep.KDH/A/2010;04/01/2010;47/Kep.KDH/A/2010;04/01/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SLEMAN...;SDNEGERIPANASANQQBOS...;-;-;-;-;;;Maya Puspitaningrum;Akhmad Rofii' Uddiin;A;Kurikulum Merdeka;-;Panasan;Apr-35;Panasan;Triharjo;55514;-7;110;4;5;9;1;2;3;5;7;12;69;67;136;6;1;1;0;6;
